Latitude,Longitude,Start_ Date,End_Date,Genus,Species,Vector Count,,,,,
41.41973,46.10039,4/15/2014,4/15/2014,Rhipicephalus,turanicus,2,,,,,
41.16233,45.57262,4/23/2014,4/23/2014,Rhipicephalus,spp.,2,,,,,
41.29935,44.26072,7/17/2014,7/17/2014,Hyalomma,marginatum,1,,,,,
41.29935,44.26072,7/17/2014,7/17/2014,Ixodes,ricinus,1,,,,,
41.29935,44.26072,7/17/2014,7/17/2014,Rhipicephalus,bursa,1,,,,,
41.34254,44.16829,7/23/2014,7/23/2014,Dermacentor,marginatus,1,,,,,
41.25585,43.3113,6/7/2015,6/7/2015,Haemaphysalis,punctata,2,,,,,
41.35583,43.49766,6/4/2015,6/4/2015,Rhipicephalus,bursa,2,,,,,
41.66266667,42.60776944,9/12/2018,9/12/2018,No collection (Ticks),No collection (Ticks),0,,,,,
41.59969108,44.82851878,4/2/2019,4/2/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.59969108,44.82851878,4/2/2019,4/2/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.60432748,44.8049545,4/2/2019,4/2/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.62571021,44.92928097,4/3/2019,4/3/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.79909895,44.91739715,4/4/2019,4/4/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.8411718,44.54832316,4/4/2019,4/4/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.75470536,45.01786683,4/4/2019,4/4/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.83990885,44.64410177,4/4/2019,4/4/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.24027,42.71688,4/8/2019,4/8/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.25344,42.13407,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.08722,42.14348,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.18582,41.69932,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.03773,41.79003,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.21979,41.78263,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.54365,42.6558,4/10/2019,4/10/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.60588,42.71902,4/10/2019,4/10/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.24388,42.71422,4/9/2019,4/9/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.8554946,45.66390579,4/24/2019,4/24/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.78396778,44.9247087,5/1/2019,5/1/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.77694394,44.9224094,5/1/2019,5/1/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.78396778,44.9247087,5/1/2019,5/1/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.89639174,44.66520839,5/20/2019,5/20/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.64928645,43.11268787,5/21/2019,5/21/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.63418494,42.99452557,5/21/2019,5/21/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.09403,41.70495,4/9/2019,4/9/2019,Ixodes,ricinus,1,,,,,
42.43724,42.75371,4/11/2019,4/11/2019,Ixodes,ricinus,5,,,,,
42.43724,42.75371,4/11/2019,4/11/2019,Haemaphysalis,punctata,59,,,,,
41.62319427,43.06716413,5/21/2019,5/21/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.6102582,43.09246468,5/21/2019,5/21/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.57626653,43.24684086,5/21/2019,5/21/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.64704213,43.11241906,5/22/2019,5/22/2019,Dermacentor,marginatus,2,,,,,
41.64704213,43.11241906,5/22/2019,5/22/2019,Haemaphysalis,punctata,3,,,,,
41.64704213,43.11241906,5/22/2019,5/22/2019,Haemaphysalis,punctata,1,,,,,
41.64704213,43.11241906,5/22/2019,5/22/2019,Haemaphysalis,sulcata,1,,,,,
41.635977,42.995454,5/22/2019,5/22/2019,Dermacentor,reticulatus,1,,,,,
41.646659,43.111757,5/24/2019,5/24/2019,Haemaphysalis,punctata,1,,,,,
41.63159702,42.99562673,5/24/2019,5/24/2019,Haemaphysalis,punctata,1,,,,,
41.84103752,44.54807778,5/27/2019,5/27/2019,Rhipicephalus,turanicus,2,,,,,
41.75259,45.00836,5/29/2019,5/29/2019,Rhipicephalus,turanicus,1,,,,,
41.72598297,45.18493831,5/29/2019,5/29/2019,Rhipicephalus,turanicus,2,,,,,
41.72598297,45.18493831,5/29/2019,5/29/2019,Rhipicephalus,turanicus,2,,,,,
41.72598297,45.18493831,5/29/2019,5/29/2019,Rhipicephalus,turanicus,1,,,,,
41.604476,44.80437,5/30/2019,5/30/2019,Rhipicephalus,turanicus,2,,,,,
41.751328,45.008319,5/31/2019,5/31/2019,Rhipicephalus,turanicus,2,,,,,
41.751328,45.008319,5/31/2019,5/31/2019,Rhipicephalus,turanicus,2,,,,,
42.2763123,42.04714134,6/13/2019,6/13/2019,Haemaphysalis,punctata,4,,,,,
42.2811089,42.05814777,6/13/2019,6/13/2019,Ixodes,ricinus,1,,,,,
42.2811089,42.05814777,6/13/2019,6/13/2019,Ixodes,ricinus,83,,,,,
42.2811089,42.05814777,6/13/2019,6/13/2019,Haemaphysalis,punctata,44,,,,,
41.79887379,44.91749225,6/17/2019,6/17/2019,Rhipicephalus,turanicus,1,,,,,
41.79887379,44.91749225,6/17/2019,6/17/2019,Rhipicephalus,turanicus,1,,,,,
41.75127348,45.00231836,6/18/2019,6/18/2019,Haemaphysalis,punctata,124,,,,,
41.75425016,45.00430475,6/26/2019,6/26/2019,Haemaphysalis,punctata,31,,,,,
41.58526777,45.16366837,8/6/2019,8/6/2019,Hyalomma,spp.,2,,,,,
41.58526777,45.16366837,8/6/2019,8/6/2019,Haemaphysalis,sulcata,1,,,,,
41.78437572,44.92413955,6/18/2019,6/18/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.60357603,44.80801181,6/19/2019,6/19/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.69113,44.947714,6/24/2019,6/24/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.75425016,45.00430475,6/26/2019,6/26/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.60416142,44.80557885,6/27/2019,6/27/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.83813517,44.67452812,9/6/2019,9/6/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.69113,44.947714,3/12/2019,3/12/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.69113,44.947714,3/29/2019,3/29/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.47478028,45.15906162,3/3/2020,3/3/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.49475098,45.1877376,3/3/2020,3/3/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.86874256,44.42857801,3/7/2020,3/7/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.84017944,44.64382,3/7/2020,3/7/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.80469798,44.75593546,4/5/2020,4/5/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.80703542,44.77624831,4/14/2020,4/14/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.549169,44.98653,4/28/2020,4/28/2020,Rhipicephalus,rossicus,1,,,,,
41.549169,44.98653,4/28/2020,4/28/2020,Rhipicephalus,rossicus,1,,,,,
41.549169,44.98653,6/5/2020,6/5/2020,Rhipicephalus,rossicus,3,,,,,
41.549169,44.98653,6/5/2020,6/5/2020,Rhipicephalus,rossicus,1,,,,,
41.549169,44.98653,6/5/2020,6/5/2020,Rhipicephalus,rossicus,1,,,,,
41.751123,45.008554,6/16/2020,6/16/2020,Hyalomma,scupense,1,,,,,
41.751123,45.008554,6/16/2020,6/16/2020,Rhipicephalus,rossicus,1,,,,,
41.91538599,45.11564255,6/16/2020,6/16/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,10,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,1,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,turanicus,3,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,4,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,17,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,turanicus,4,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,1,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,turanicus,1,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,rossicus,4,,,,,
41.52023,45.02389,6/18/2020,6/18/2020,Rhipicephalus,turanicus,2,,,,,
42.02511701,43.98022903,6/19/2020,6/19/2020,No collection (Ticks),No collection (Ticks),0,,,,,
42.04782875,43.90529148,6/19/2020,6/19/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.76033293,44.50823568,6/22/2020,6/22/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.71826504,44.44938693,6/22/2020,6/22/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.57993554,44.91930306,6/23/2020,6/23/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.53695693,44.64661824,6/24/2020,6/24/2020,Rhipicephalus,turanicus,1,,,,,
41.4968898,44.1572505,6/24/2020,6/24/2020,Ixodes,ricinus,1,,,,,
41.55276477,44.26829608,6/24/2020,6/24/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.36233708,44.37802668,6/25/2020,6/25/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.33648401,44.22660884,6/25/2020,6/25/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.29955962,44.20844901,6/25/2020,6/25/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.54923921,44.98686589,6/26/2020,6/26/2020,Hyalomma,aegyptium,3,,,,,
41.54923921,44.98686589,6/26/2020,6/26/2020,Hyalomma,aegyptium,18,,,,,
41.77692534,44.92241314,6/29/2020,6/29/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.77692534,44.92241314,6/29/2020,6/29/2020,Rhipicephalus,rossicus,1,,,,,
41.77692534,44.92241314,6/29/2020,6/29/2020,Rhipicephalus,rossicus,59,,,,,
41.77250377,44.91534461,6/29/2020,6/29/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.82438665,44.9679936,6/30/2020,6/30/2020,Ixodes,ricinus,5,,,,,
41.82225482,44.98925105,6/30/2020,6/30/2020,Ixodes,ricinus,1,,,,,
41.82225482,44.98925105,6/30/2020,6/30/2020,Ixodes,ricinus,2,,,,,
41.4706526,46.06031281,7/1/2020,7/1/2020,Rhipicephalus,rossicus,1,,,,,
41.44143856,46.15052082,7/1/2020,7/1/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.59286454,42.86727738,8/12/2020,8/12/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.549811,45.02437408,9/5/2020,9/5/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.549811,45.02437408,9/5/2020,9/5/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.52012306,45.02364005,9/5/2020,9/5/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.52012306,45.02364005,9/5/2020,9/5/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.75240329,45.00874723,9/29/2020,9/29/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.75412022,45.00725123,9/30/2020,9/30/2020,Dermacentor,reticulatus,1,,,,,
41.75332748,45.00766568,9/30/2020,9/30/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.92693099,44.67651782,12/21/2020,12/21/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.92090281,44.69156038,12/21/2020,12/21/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.81964111,44.77362598,4/14/2020,4/14/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.89636,44.66534,4/8/2019,4/8/2019,Haemaphysalis,parva,1,,,,,
42.28574,42.61175,4/10/2019,4/10/2019,Haemaphysalis,punctata,75,,,,,
42.23314,42.71906,4/10/2019,4/10/2019,Rhipicephalus,sanguineus,3,,,,,
42.23314,42.71906,4/10/2019,4/10/2019,Rhipicephalus,sanguineus,3,,,,,
42.4,42.68792,4/11/2019,4/11/2019,Haemaphysalis,inermis,1,,,,,
42.4,42.68792,4/11/2019,4/11/2019,Ixodes,ricinus,1,,,,,
42.4,42.68792,4/11/2019,4/11/2019,Haemaphysalis,punctata,96,,,,,
42.50097,42.78822,4/11/2019,4/11/2019,Haemaphysalis,punctata,65,,,,,
42.55512,42.80997,4/11/2019,4/11/2019,Ixodes,ricinus,1,,,,,
42.55039,42.92136,4/11/2019,4/11/2019,Ixodes,ricinus,1,,,,,
42.55039,42.92136,4/11/2019,4/11/2019,Haemaphysalis,punctata,4,,,,,
42.24147,42.71692,4/12/2019,4/12/2019,Rhipicephalus,sanguineus,1,,,,,
42.24147,42.71692,4/12/2019,4/12/2019,Rhipicephalus,sanguineus,8,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Dermacentor,reticulatus,4,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Dermacentor,marginatus,1,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Dermacentor,reticulatus,3,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Dermacentor,marginatus,2,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Haemaphysalis,parva,6,,,,,
41.99184,43.62813,4/12/2019,4/12/2019,Haemaphysalis,parva,5,,,,,
41.91034968,45.97686656,4/29/2019,4/29/2019,Rhipicephalus,turanicus,13,,,,,
41.91034968,45.97686656,4/29/2019,4/29/2019,Rhipicephalus,turanicus,11,,,,,
41.91034968,45.97686656,4/29/2019,4/29/2019,Rhipicephalus,turanicus,2,,,,,
41.77694394,44.9224094,5/1/2019,5/1/2019,Ixodes,ricinus,1,,,,,
41.9915249,43.62643668,5/20/2019,5/20/2019,Dermacentor,reticulatus,1,,,,,
41.9915249,43.62643668,5/20/2019,5/20/2019,Dermacentor,reticulatus,1,,,,,
41.9915249,43.62643668,5/20/2019,5/20/2019,Haemaphysalis,sulcata,4,,,,,
41.9915249,43.62643668,5/20/2019,5/20/2019,Ixodes,ricinus,1,,,,,
41.63912931,43.03183765,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.63912931,43.03183765,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.6165893,43.13035755,5/21/2019,5/21/2019,Dermacentor,marginatus,4,,,,,
41.6165893,43.13035755,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.38990916,43.49008354,5/21/2019,5/21/2019,Dermacentor,reticulatus,1,,,,,
41.36755912,43.49610825,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.64942872,43.11286802,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.64942872,43.11286802,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.649485,43.1121,5/21/2019,5/21/2019,Haemaphysalis,parva,4,,,,,
41.649485,43.1121,5/21/2019,5/21/2019,Haemaphysalis,punctata,1,,,,,
41.65378445,43.11562889,5/21/2019,5/21/2019,Haemaphysalis,sulcata,6,,,,,
41.65378445,43.11562889,5/21/2019,5/21/2019,Dermacentor,marginatus,1,,,,,
41.64905583,43.11270621,5/22/2019,5/22/2019,Dermacentor,marginatus,1,,,,,
41.64905583,43.11270621,5/22/2019,5/22/2019,Dermacentor,marginatus,1,,,,,
41.65385366,43.11559796,5/22/2019,5/22/2019,Dermacentor,marginatus,3,,,,,
41.65385366,43.11559796,5/22/2019,5/22/2019,Dermacentor,marginatus,3,,,,,
41.65385366,43.11559796,5/22/2019,5/22/2019,Haemaphysalis,punctata,4,,,,,
41.65385366,43.11559796,5/22/2019,5/22/2019,Haemaphysalis,punctata,5,,,,,
41.65385366,43.11559796,5/22/2019,5/22/2019,Haemaphysalis,sulcata,6,,,,,
41.72598297,45.18493831,5/29/2019,5/29/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.72598297,45.18493831,5/29/2019,5/29/2019,No collection (Ticks),No collection (Ticks),0,,,,,
42.2471484,42.0479041,6/12/2019,6/12/2019,Haemaphysalis,punctata,32,,,,,
42.24257853,42.0585804,6/13/2019,6/13/2019,Haemaphysalis,punctata,62,,,,,
42.24257853,42.0585804,6/13/2019,6/13/2019,Haemaphysalis,punctata,148,,,,,
42.31108196,42.056412,6/13/2019,6/13/2019,Haemaphysalis,punctata,100,,,,,
42.31108196,42.056412,6/13/2019,6/13/2019,Haemaphysalis,punctata,100,,,,,
42.41405134,42.09002949,6/13/2019,6/13/2019,Ixodes,ricinus,1,,,,,
41.62721186,45.74059189,6/20/2019,6/20/2019,No collection (Ticks),No collection (Ticks),0,,,,,
41.787509,45.025263,6/21/2019,6/21/2019,Unidentified,Unidentified,1,,,,,
41.76176128,45.15848073,7/9/2019,7/9/2019,Hyalomma,spp.,1,,,,,
41.744404,44.581382,2/21/2020,2/22/2020,No collection (Ticks),No collection (Ticks),0,,,,,
41.736351,44.587948,2/23/2020,2/22/2020,Haemaphysalis,inermis,1,,,,,
41.73635864,44.59079706,2/23/2020,2/22/2020,Haemaphysalis,inermis,3,,,,,
41.73635864,44.59079706,2/23/2020,2/22/2020,Haemaphysalis,inermis,6,,,,,
41.73635864,44.59079706,2/23/2020,2/22/2020,Dermacentor,reticulatus,1,,,,,
41.73635864,44.59079706,2/23/2020,2/22/2020,Dermacentor,reticulatus,2,,,,,
41.73635864,44.59079706,2/23/2020,2/22/2020,Haemaphysalis,punctata,1,,,,,
41.73953247,44.59330479,2/23/2020,2/22/2020,Haemaphysalis,inermis,3,,,,,
41.73953247,44.59330479,2/23/2020,2/22/2020,Haemaphysalis,inermis,6,,,,,
41.73953247,44.59330479,2/23/2020,2/22/2020,Dermacentor,reticulatus,1,,,,,
41.77698101,44.92251667,3/3/2020,3/3/2020,Ixodes,ricinus,1,,,,,
41.77698101,44.92251667,3/3/2020,3/3/2020,Haemaphysalis,inermis,2,,,,,
41.77698101,44.92251667,3/3/2020,3/3/2020,Haemaphysalis,inermis,1,,,,,
41.77698101,44.92251667,3/3/2020,3/3/2020,Haemaphysalis,sulcata,1,,,,,
41.85094256,44.47065058,3/7/2020,3/7/2020,Dermacentor,marginatus,1,,,,,
41.85094256,44.47065058,3/7/2020,3/7/2020,Dermacentor,marginatus,2,,,,,
41.85094256,44.47065058,3/7/2020,3/7/2020,Haemaphysalis,inermis,4,,,,,
41.85094256,44.47065058,3/7/2020,3/7/2020,Haemaphysalis,inermis,2,,,,,
41.86975098,44.33087747,3/7/2020,3/7/2020,Haemaphysalis,sulcata,1,,,,,
41.81025178,44.77300595,4/3/2020,4/3/2020,Rhipicephalus,turanicus,1,,,,,
41.81025178,44.77300595,4/3/2020,4/3/2020,Rhipicephalus,turanicus,2,,,,,
41.81025178,44.77300595,4/3/2020,4/3/2020,Haemaphysalis,punctata,1,,,,,
41.80447388,44.76013884,4/5/2020,4/5/2020,Haemaphysalis,inermis,1,,,,,
41.8107605,44.77765901,4/14/2020,4/14/2020,Ixodes,ricinus,1,,,,,
41.81478882,44.77359246,4/14/2020,4/14/2020,Rhipicephalus,turanicus,1,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Hyalomma,marginatum,1,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Rhipicephalus,annulatus,2,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Rhipicephalus,annulatus,5,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Rhipicephalus,annulatus,13,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Rhipicephalus,annulatus,17,,,,,
41.81939697,44.77699839,4/14/2020,4/14/2020,Rhipicephalus,annulatus,24,,,,,
42.03025763,44.00973092,2/4/2021,2/4/2021,Haemaphysalis,parva,19,,,,,
42.05210888,43.97955492,2/4/2021,2/4/2021,Haemaphysalis,parva,4,,,,,
42.05210888,43.97955492,2/4/2021,2/4/2021,Haemaphysalis,parva,1,,,,,
41.60427856,44.80637433,2/4/2021,2/4/2021,Haemaphysalis,inermis,1,,,,,
41.60044297,44.79877382,2/4/2021,2/4/2021,Haemaphysalis,inermis,1,,,,,
41.60044297,44.79877382,2/4/2021,2/4/2021,Haemaphysalis,inermis,3,,,,,
42.06458351,43.79239541,2/5/2021,2/5/2021,Haemaphysalis,parva,1,,,,,
41.89962769,44.67996033,2/11/2021,2/11/2021,Haemaphysalis,inermis,4,,,,,
41.89962769,44.67996033,2/11/2021,2/11/2021,Haemaphysalis,inermis,3,,,,,
41.89962769,44.67996033,2/11/2021,2/11/2021,Haemaphysalis,parva,1,,,,,
41.89962769,44.67996033,2/11/2021,2/11/2021,Haemaphysalis,inermis,2,,,,,
41.9279164,44.6767882,2/11/2021,2/11/2021,Ixodes,ricinus,1,,,,,
41.91561214,44.69111421,2/11/2021,2/11/2021,Haemaphysalis,punctata,1,,,,,
41.91561214,44.69111421,2/11/2021,2/11/2021,Haemaphysalis,parva,1,,,,,
41.80490112,44.75699862,3/5/2021,3/5/2021,Haemaphysalis,inermis,1,,,,,
41.75399823,45.00752158,3/9/2021,3/9/2021,Dermacentor,marginatus,1,,,,,
41.75399823,45.00752158,3/9/2021,3/9/2021,Haemaphysalis,inermis,1,,,,,
41.63970129,45.02418716,3/10/2021,3/10/2021,Ixodes,ricinus,1,,,,,
41.8026123,44.75732053,3/17/2021,3/17/2021,No collection (Ticks),No collection (Ticks),0,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Dermacentor,marginatus,4,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Dermacentor,marginatus,4,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Dermacentor,marginatus,4,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Dermacentor,marginatus,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,inermis,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,inermis,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,inermis,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,5,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,4,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,4,,,,,
42.07659257,43.63129858,3/22/2021,3/22/2021,Haemaphysalis,parva,4,,,,,
42.0807446,43.6456425,3/22/2021,3/22/2021,Dermacentor,marginatus,4,,,,,
42.0807446,43.6456425,3/22/2021,3/22/2021,Dermacentor,marginatus,3,,,,,
42.0807446,43.6456425,3/22/2021,3/22/2021,Dermacentor,marginatus,3,,,,,
